timestamp,as111brd-br_111_112_1-10.111.0.254:1,as111brd-br_111_112_2-10.111.0.253:2,as111brd-br_111_112_3-10.111.0.252:3,as111brd-br_111_114_1-10.111.0.251:4,as111brd-br_111_114_2-10.111.0.250:5
2025-10-14 15:46:26.824000+00:00,0.0,0.0,0.0,0.0,0.0
2025-10-14 15:46:27.928000+00:00,0.03192028985507246,0.1975869565217391,0.0,0.033376811594202895,0.07689855072463768
2025-10-14 15:46:29.035000+00:00,0.006764227642276422,0.3936043360433604,0.0893947606142728,0.07701535682023487,0.08310749774164408
2025-10-14 15:46:30.168000+00:00,0.0790044130626655,0.4439611650485437,0.08042365401588703,0.08225242718446603,0.011353927625772286
2025-10-14 15:46:31.326000+00:00,0.07881865284974095,0.637651122625216,0.012932642487046633,0.0055544041450777204,0.011108808290155441
2025-10-14 15:46:32.417000+00:00,0.013726856095325389,0.7757213565536205,0.046511457378551786,0.0117910174152154,0.04244179651695692
2025-10-14 15:46:33.577000+00:00,0.043965517241379315,0.8042137931034483,0.07649655172413794,0.03993103448275862,0.07753793103448277
2025-10-14 15:46:34.759000+00:00,0.08225380710659899,1.0711607445008462,0.0261590524534687,0.15391539763113368,0.09344839255499154
2025-10-14 15:46:35.890000+00:00,0.07955437665782493,1.2252095490716182,0.10888063660477454,0.017061007957559684,0.018588859416445624
2025-10-14 15:46:37.192000+00:00,0.043403993855606754,1.1754838709677418,0.04868202764976958,0.029640552995391704,0.060940092165898616
2025-10-14 15:46:38.355000+00:00,0.053771281169389507,1.4886809974204642,0.02575408426483233,0.05234737747205503,0.08284780739466896
2025-10-14 15:46:39.618000+00:00,0.02371496437054632,1.542948535233571,0.08974821852731593,0.08331908155186066,0.09250989707046715
2025-10-14 15:46:40.844000+00:00,0.13202610114192498,1.7210766721044046,0.1283784665579119,0.09802936378466558,0.026231647634584014
2025-10-14 15:46:42.230000+00:00,0.08230880230880232,1.6638787878787882,0.051740259740259746,0.04640692640692641,0.07118037518037518
2025-10-14 15:46:43.445000+00:00,0.05762633744855967,2.2017646090534977,0.036977777777777776,0.054011522633744855,0.07317860082304525
2025-10-14 15:46:44.679000+00:00,0.03640842787682334,2.423235008103728,0.1388589951377634,0.097290113452188,0.13039870340356563
2025-10-14 15:46:46.198000+00:00,0.11461224489795918,2.0797156023699803,0.08947992100065832,0.10860829493087558,0.055046741277156024
2025-10-14 15:46:47.542000+00:00,0.098125,2.6288214285714284,0.06388095238095237,0.0335,0.05819047619047618
2025-10-14 15:46:48.873000+00:00,0.09807963936889558,2.497412471825695,0.14681292261457551,0.059672426746806916,0.08559579263711495
2025-10-14 15:46:50.341000+00:00,0.09925340599455042,2.9445068119891005,0.040806539509536784,0.16871934604904631,0.12015803814713898
2025-10-14 15:46:51.714000+00:00,0.0436300072833212,2.983685360524399,0.13651274581209033,0.037477057538237435,0.037477057538237435
2025-10-14 15:46:53.186000+00:00,0.22985326086956523,2.6074891304347827,0.08041847826086956,0.06991304347826087,0.1048858695652174
2025-10-14 15:46:54.633000+00:00,0.40320110573600554,3.1450117484450586,0.13776917760884588,0.06757705597788527,0.15438838977194194
2025-10-14 15:46:56.137000+00:00,0.5075478723404255,1.6210212765957448,0.11634574468085106,0.1843191489361702,0.08553191489361703
2025-10-14 15:46:57.698000+00:00,0.43427546444586806,2.016394618834081,0.12527354260089688,0.04532479180012812,0.04120435618193466
